,name,team,completed_passes,attempted_passes,passing_yards,passing_touchdowns,interceptions_thrown,times_sacked,yards_lost_from_sacks,longest_pass,quarterback_rating,rush_attempts,rush_yards,rush_touchdowns,longest_rush,times_pass_target,receptions,receiving_yards,receiving_touchdowns,longest_reception,fumbles,fumbles_lost,interceptions,yards_returned_from_interception,interceptions_returned_for_touchdown,longest_interception_return,passes_defended,sacks,combined_tackles,solo_tackles,assists_on_tackles,tackles_for_loss,quarterback_hits,fumbles_recovered,yards_recovered_from_fumble,fumbles_recovered_for_touchdown,fumbles_forced,kickoff_returns,kickoff_return_yards,average_kickoff_return_yards,kickoff_return_touchdown,longest_kickoff_return,punt_returns,punt_return_yards,yards_per_punt_return,punt_return_touchdown,longest_punt_return,extra_points_made,extra_points_attempted,field_goals_made,field_goals_attempted,punts,total_punt_yards,yards_per_punt,longest_punt,season
MahoPa00,Patrick Mahomes,kan,26,49,270,0,2,3,27,33,52.3,5,33,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
EdwaCl00,Clyde Edwards-Helaire,kan,0,0,0,0,0,0,0,0,,9,64,0,26,3,2,23,0,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0
HillTy00,Tyreek Hill,kan,0,0,0,0,0,0,0,0,,1,5,0,5,10,7,73,0,23,0,0,,,,,,,,,,,,,,,,0,0,,0,0,1,0,0.0,0,0,,,,,,,,,2020.0
WillDa10,Darrel Williams,kan,0,0,0,0,0,0,0,0,,2,5,0,3,7,2,10,0,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0
KelcTr00,Travis Kelce,kan,0,0,0,0,0,0,0,0,,0,0,0,0,15,10,133,0,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0
WatkSa00,Sammy Watkins,kan,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,13,0,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0
RobiDe01,Demarcus Robinson,kan,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,11,0,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0
HardMe00,Mecole Hardman,kan,0,0,0,0,0,0,0,0,,0,0,0,0,6,2,4,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0
PrinBy00,Byron Pringle,kan,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,3,0,3,0,0,,,,,,,,,,,,,,,,3,87,29.0,0,41,0,0,,0,0,,,,,,,,,2020.0
ClarFr01,Frank Clark,kan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1.0,4,2,2,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
WilsDa02,Damien Wilson,kan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,10,6,4,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
NiemBe00,Ben Niemann,kan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,9,4,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
SoreDa01,Daniel Sorensen,kan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,6,3,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
JoneCh09,Chris Jones,kan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
NnadDe00,Derrick Nnadi,kan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,5,1,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
WardCh01,Charvarius Ward,kan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
BreeBa00,Bashaud Breeland,kan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
KpasTa00,Tanoh Kpassagnon,kan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
MathTy00,Tyrann Mathieu,kan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
SneeLJ00,L'Jarius Sneed,kan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
WharTe00,Tershawn Wharton,kan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,2,0,2,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
DannMi00,Michael Danna,kan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
HitcAn00,Anthony Hitchens,kan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0.0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
ODanDo00,Dorian O'Daniel,kan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
OkafAl00,Alex Okafor,kan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
SherAn00,Anthony Sherman,kan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
ThorJu00,Juan Thornhill,kan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
WattAr00,Armani Watts,kan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
TownTo01,Tommy Townsend,kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,107,35.7,51,2020.0
ButkHa00,Harrison Butker,kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,0,,0,2020.0
BradTo00,Tom Brady,tam,21,29,201,3,0,1,6,31,125.8,4,-2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,1,-15,-15,0,,,,,,,,,,,,,,,,,,,2020.0
FourLe00,Leonard Fournette,tam,0,0,0,0,0,0,0,0,,16,89,1,27,4,4,46,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0
JoneRo01,Ronald Jones II,tam,0,0,0,0,0,0,0,0,,12,61,0,13,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0
GronRo00,Rob Gronkowski,tam,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,67,2,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0
EvanMi00,Mike Evans,tam,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,31,0,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0
BratCa00,Cameron Brate,tam,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,26,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0
BrowAn04,Antonio Brown,tam,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,22,1,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0
GodwCh00,Chris Godwin,tam,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,9,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0
HudsTa00,Tanner Hudson,tam,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0
JohnTy00,Tyler Johnson,tam,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0
HaegJo00,Joe Haeg,tam,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0
MillSc01,Scott Miller,tam,0,0,0,0,0,0,0,0,,1,-3,0,-3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0
WhitDe02,Devin White,tam,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0.0,12,8,4,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
WinfAn00,Antoine Winfield Jr.,tam,,,,,,,,,,,,,,,,,,,,,1,0,0,0,2,0.0,6,4,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
SuhxNd99,Ndamukong Suh,tam,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1.5,2,1,1,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
BarrSh00,Shaquil Barrett,tam,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1.0,1,1,0,1,4,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
GillCa00,Cam Gill,tam,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.5,2,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,2020.0
DaviLa00,Lavonte David,tam,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0.0,6,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
BuntSe00,Sean Murphy-Bunting,tam,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0.0,6,3,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
DaviCa02,Carlton Davis,tam,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
DeanJa00,Jamel Dean,tam,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0.0,4,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
EdwaMi01,Mike Edwards,tam,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0.0,4,2,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
PierJa99,Jason Pierre-Paul,tam,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0.0,3,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
WhitJo03,Jordan Whitehead,tam,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
McLeSt00,Steve McLendon,tam,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
NelsAn01,Anthony Nelson,tam,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
PiniBr00,Bradley Pinion,tam,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,4,150,37.5,40,2020.0
VeaxVi00,Vita Vea,tam,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
GholWi00,William Gholston,tam,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2020.0
MickJa01,Jaydon Mickens,tam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,75,25.0,0,28,0,0,,0,0,,,,,,,,,2020.0
SuccRy44,Ryan Succop,tam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,1,0,0,,0,2020.0
BradTo00,Tom Brady,nwe,21,35,262,0,1,1,9,29,71.4,2,-2,0,-1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0
MichSo00,Sony Michel,nwe,0,0,0,0,0,0,0,0,,18,94,1,26,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0
BurkRe00,Rex Burkhead,nwe,0,0,0,0,0,0,0,0,,7,43,0,26,2,2,15,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0
EdelJu00,Julian Edelman,nwe,0,0,0,0,0,0,0,0,,1,8,0,8,12,10,141,0,27,0,0,,,,,,,,,,,,,,,,0,0,,0,0,2,2,1.0,0,7,,,,,,,,,2018.0
PattCo00,Cordarrelle Patterson,nwe,0,0,0,0,0,0,0,0,,2,7,0,6,2,2,14,0,9,0,0,,,,,,,,,,,,,,,,1,38,38.0,0,38,0,0,,0,0,,,,,,,,,2018.0
WhitJa02,James White,nwe,0,0,0,0,0,0,0,0,,2,4,0,3,4,1,5,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0
GronRo00,Rob Gronkowski,nwe,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,87,0,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0
HogaCh00,Chris Hogan,nwe,0,0,0,0,0,0,0,0,,0,0,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0
GilmSt00,Stephon Gilmore,nwe,,,,,,,,,,,,,,,,,,,,,1,0,0,0,3,0.0,5,5,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,2018.0
HighDo01,Dont'a Hightower,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2.0,2,2,0,2,3,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
JoneJo03,Jonathan Jones,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1.0,8,6,2,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
VanNKy00,Kyle Van Noy,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1.0,4,4,0,1,3,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
McCoJa99,Jason McCourty,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0.0,5,4,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
WiseDe00,Deatrich Wise Jr.,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,5,3,2,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
ChunPa99,Patrick Chung,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0.0,4,2,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
FlowTr00,Trey Flowers,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,3,2,1,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
BrowMa01,Malcom Brown,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
GuyxLa00,Lawrence Guy,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,2,2,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
JackJ.00,J.C. Jackson,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
McCoDe99,Devin McCourty,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
ShelDa01,Danny Shelton,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,2,2,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
McClAl00,Albert McClellan,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
RobeEl00,Elandon Roberts,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
SlatMa00,Matthew Slater,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
AndrDa00,David Andrews,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
ClayAd00,Adrian Clayborn,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
SimoJo01,John Simon,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
GostSt20,Stephen Gostkowski,nwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,0,0,,0,2018.0
AlleRy01,Ryan Allen,nwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,215,43.0,53,2018.0
GoffJa00,Jared Goff,ram,19,38,229,0,1,4,31,24,57.9,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0
GurlTo01,Todd Gurley,ram,0,0,0,0,0,0,0,0,,10,35,0,16,2,1,-1,0,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0
AndeC.00,C.J. Anderson,ram,0,0,0,0,0,0,0,0,,7,22,0,5,3,2,12,0,9,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0
WoodRo02,Robert Woods,ram,0,0,0,0,0,0,0,0,,1,5,0,5,10,5,70,0,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0
CookBr00,Brandin Cooks,ram,0,0,0,0,0,0,0,0,,0,0,0,0,13,8,120,0,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0
ReynJo00,Josh Reynolds,ram,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,28,0,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0
EverGe00,Gerald Everett,ram,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0
LittCo01,Cory Littleton,ram,,,,,,,,,,,,,,,,,,,,,1,0,0,0,2,0.0,10,6,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
FranJo02,John Franklin-Myers,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1.0,1,1,0,,,0,0,0,1,,,,,,,,,,,,,,,,,,,2018.0
BarrMa00,Mark Barron,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0.0,8,3,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
BrocMi00,Michael Brockers,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,7,5,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
JohnJo10,John Johnson,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,7,5,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
PeteMa00,Marcus Peters,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0.0,7,5,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
JoynLa00,Lamarcus Joyner,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,6,4,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
DonaAa00,Aaron Donald,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,5,1,4,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
EbukSa00,Samson Ebukam,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,4,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
FowlDa00,Dante Fowler,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,4,4,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
TaliAq99,Aqib Talib,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,4,4,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
RobeNi00,Nickell Robey-Coleman,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0.0,2,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
SuhxNd99,Ndamukong Suh,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,2,1,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
MundJo00,Johnny Mundt,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2018.0
ZuerGr00,Greg Zuerlein,ram,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,1,2,0,0,,0,2018.0
NatsJo00,Jojo Natson,ram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27,27.0,0,27,2,12,6.0,0,13,,,,,,,,,2018.0
HekkJo00,Johnny Hekker,ram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,417,46.3,65,2018.0
BradTo00,Tom Brady,nwe,28,48,505,3,0,1,5,50,115.4,1,6,0,6,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
AmenDa00,Danny Amendola,nwe,0,1,0,0,0,0,0,0,39.6,0,0,0,0,11,8,152,0,50,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
WhitJa02,James White,nwe,0,0,0,0,0,0,0,0,,7,45,1,26,6,2,21,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
LewiDi00,Dion Lewis,nwe,0,0,0,0,0,0,0,0,,9,39,0,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,3,45,15.0,0,25,0,0,,0,0,,,,,,,,,2017.0
BurkRe00,Rex Burkhead,nwe,0,0,0,0,0,0,0,0,,3,18,0,9,1,1,46,0,46,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
HogaCh00,Chris Hogan,nwe,0,0,0,0,0,0,0,0,,1,4,0,4,8,6,128,1,43,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
CookBr00,Brandin Cooks,nwe,0,0,0,0,0,0,0,0,,1,1,0,1,2,1,23,0,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
GronRo00,Rob Gronkowski,nwe,0,0,0,0,0,0,0,0,,0,0,0,0,15,9,116,2,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
DorsPh00,Phillip Dorsett,nwe,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,19,0,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
DeveJa00,James Develin,nwe,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
HarmDu00,Duron Harmon,nwe,,,,,,,,,,,,,,,,,,,,,1,8,0,8,1,0.0,5,3,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
ChunPa99,Patrick Chung,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,10,7,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
McCoDe99,Devin McCourty,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0.0,7,6,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
BrowMa01,Malcom Brown,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,6,2,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
GuyxLa00,Lawrence Guy,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,6,3,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
RobeEl00,Elandon Roberts,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,6,2,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
FlowTr00,Trey Flowers,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,5,2,3,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
RichJo00,Jordan Richards,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
VanNKy00,Kyle Van Noy,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,5,4,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
GilmSt00,Stephon Gilmore,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0.0,4,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
RoweEr00,Eric Rowe,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0.0,4,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
HarrJa23,James Harrison,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,2,1,1,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
BadeJo00,Johnson Bademosi,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
ButlAd00,Adam Butler,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
FlowMa00,Marquis Flowers,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
GostSt20,Stephen Gostkowski,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,3,4,2,3,0,0,,0,2017.0
KingBr02,Brandon King,nwe,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2017.0
FoleNi00,Nick Foles,phi,28,43,373,3,1,0,0,55,106.1,0,0,0,0,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0
